ID,Numeric,plaintext,original_plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
O969731791,8969731791,896973179,896973179,609968658,K899686589,896973179,O969731791,SWAPPED,False,909
G128270114,0628270114,562827011,062827011,029112168,C191121688,562827011,G128270114,FIXED_50,True,-1
G245934440,3145934440,314593444,314593444,153599784,P135997840,314593444,G245934440,OK,False,-1
A875605770,5075605770,007560577,507560577,501274748,A812747488,007560577,A875605770,FIXED_50,True,-1
N273708268,3873708268,387370826,387370826,110725471,L107254711,387370826,N273708268,OK,False,-1
N940953908,8840953908,884095390,884095390,914319132,Q943191322,884095390,N940953908,OK,False,-1
A258630795,2558630795,255863079,255863079,159100087,P191000871,255863079,A258630795,OK,False,-1
P806251053,6506251053,650625105,650625105,720774150,W807741509,650625105,P806251053,OK,False,-1
Z870910713,7470910713,247091071,747091071,722712762,W827127621,247091071,Z870910713,FIXED_50,True,-1
L868080253,6168080253,616808025,616808025,827236330,H972363309,616808025,L868080253,SWAPPED,False,916
H222545393,3222545393,822254539,322254539,235853610,X158536109,822254539,H222545393,SWAPPED,True,917
S221605923,4321605923,432160592,432160592,459472217,U294722175,432160592,S221605923,OK,False,-1
T195268113,1995268113,199526811,199526811,162383963,Q123839638,199526811,T195268113,SWAPPED,False,919
K962375782,8562375782,856237578,856237578,987710416,X977104169,856237578,K962375782,OK,False,-1
R908683511,9208683511,420868351,920868351,578494532,H884945328,420868351,R908683511,FIXED_50,True,-1
H814538573,5714538573,571453857,571453857,544833961,E848339616,571453857,H814538573,OK,False,-1
F802459038,5502459038,050245903,550245903,584011680,I840116806,050245903,F802459038,FIXED_50,True,-1
S856497815,6856497815,685649781,685649781,660778265,Q807782656,685649781,S856497815,OK,False,-1
M921859224,8721859224,872185922,872185922,837231795,I972317955,872185922,M921859224,SWAPPED,False,925
I881538602,5881538602,588153860,588153860,584197850,I841978506,588153860,I881538602,OK,False,-1
S166552534,1866552534,186655253,186655253,427314961,R273149619,186655253,S166552534,SWAPPED,False,927
H800005847,5700005847,570000584,570000584,867601782,L976017828,570000584,H800005847,OK,False,-1
R974123300,9274123300,927412330,927412330,590533691,J805336919,927412330,R974123300,SWAPPED,False,929
P829716548,6529716548,652971654,652971654,980852662,X908526622,652971654,P829716548,OK,False,-1
F221842944,3021842944,302184294,302184294,005922113,A159221136,302184294,F221842944,SWAPPED,False,931
Z260352734,4960352734,496035273,496035273,101531996,K115319963,496035273,Z260352734,OK,False,-1
Q976327225,9176327225,917632722,917632722,666603040,Q866030400,917632722,Q976327225,SWAPPED,False,934
O218309787,3918309787,391830978,391830978,101040874,K110408741,391830978,O218309787,OK,False,-1
M883093220,6283093220,628309322,628309322,865191896,L951918968,628309322,M883093220,OK,False,-1
P961471859,9061471859,406147185,906147185,850025255,K900252555,406147185,P961471859,SWAPPED,True,937
O868227509,6468227509,646822750,646822750,721278919,W812789191,646822750,O868227509,OK,False,-1
P814201594,6514201594,651420159,651420159,860163176,L901631765,651420159,P814201594,OK,False,-1
E896429050,5496429050,549642905,549642905,920932878,R909328788,549642905,E896429050,OK,False,-1
Z226558210,4926558210,492655821,492655821,251195523,A211955233,492655821,Z226558210,OK,False,-1
Z946524830,9946524830,994652483,994652483,757555505,A975555053,994652483,Z946524830,OK,False,-1
S843212880,6843212880,684321288,684321288,729062933,W890629338,684321288,S843212880,OK,False,-1
M803626092,6203626092,620362609,620362609,512387822,B823878226,620362609,M803626092,OK,False,-1
N183794872,1383794872,138379487,138379487,093734820,J137348207,138379487,N183794872,SWAPPED,False,945
U117925207,2017925207,201792520,201792520,176418242,R164182426,201792520,U117925207,OK,False,-1
E174144670,0474144670,547414467,047414467,146078381,O160783819,547414467,E174144670,SWAPPED,True,947
W210581604,4710581604,471058160,471058160,008505728,A185057282,471058160,W210581604,OK,False,-1
D813225984,5313225984,531322598,531322598,886622085,N966220851,531322598,D813225984,OK,False,-1
X998692664,9898692664,489869266,989869266,537009003,D870090030,489869266,X998692664,FIXED_50,True,-1
A820762462,5020762462,002076246,502076246,793067437,E930674377,002076246,A820762462,SWAPPED,True,951
W278403034,4778403034,477840303,477840303,322433805,H224338056,477840303,W278403034,OK,False,-1
P215562076,4015562076,401556207,401556207,332612987,I226129872,401556207,P215562076,SWAPPED,False,952
X186656205,2386656205,238665620,238665620,194335541,T143355412,238665620,X186656205,OK,False,-1
A996529124,7596529124,759652912,759652912,849068973,J990689736,759652912,A996529124,OK,False,-1
J262555678,3462555678,346255567,346255567,429603973,R296039732,346255567,J262555678,OK,False,-1
A108382751,0008382751,000838275,000838275,225877412,W158774129,000838275,A108382751,OK,False,-1
V841943214,7141943214,714194321,714194321,615562520,L855625202,714194321,V841943214,OK,False,-1
A963075317,7563075317,256307531,756307531,815349107,G953491074,256307531,A963075317,FIXED_50,True,-1
R229233884,4229233884,422923388,422923388,245643455,Z156434552,422923388,R229233884,OK,False,-1
W976396227,9776396227,477639622,977639622,755825229,A958252295,477639622,W976396227,FIXED_50,True,-1
R288057084,4288057084,428805708,428805708,422929270,R229292703,428805708,R288057084,OK,False,-1
C243698465,2743698465,274369846,274369846,119096227,L190962271,274369846,C243698465,OK,False,-1
C229926079,2729926079,772992607,272992607,000238073,A102380735,772992607,C229926079,FIXED_50,True,-1
P846714539,6546714539,154671453,654671453,719296440,V892964409,154671453,P846714539,FIXED_50,True,-1
S104565928,1804565928,180456592,180456592,104592212,K145922129,180456592,S104565928,OK,False,-1
X123317034,2323317034,232331703,232331703,327307453,H273074530,232331703,X123317034,OK,False,-1
F828001925,5528001925,552800192,552800192,548505044,E885050441,552800192,F828001925,OK,False,-1
Q257255657,4157255657,415725565,415725565,159025826,P190258266,415725565,Q257255657,SWAPPED,False,968
M181948719,1281948719,128194871,128194871,366260590,L262605905,128194871,M181948719,OK,False,-1
F104301862,0504301862,050430186,050430186,156624792,P166247928,050430186,F104301862,OK,False,-1
I101419560,0801419560,080141956,080141956,130602329,N106023296,080141956,I101419560,OK,False,-1
Q153133345,1653133345,165313334,165313334,377410236,M274102367,165313334,Q153133345,OK,False,-1
E877671954,5477671954,547767195,547767195,510273721,B802737211,547767195,E877671954,SWAPPED,False,973
D909072388,7809072388,780907238,780907238,940073196,T900731969,780907238,D909072388,SWAPPED,False,974
O154331587,1454331587,145433158,145433158,352692943,K226929431,145433158,O154331587,OK,False,-1
D920845809,7820845809,782084580,782084580,581313553,I813135537,782084580,D920845809,OK,False,-1
H977979469,8277979469,827797946,827797946,885365935,N953659357,827797946,H977979469,OK,False,-1
R125412823,1725412823,672541282,172541282,021902241,C119022419,672541282,R125412823,FIXED_50,True,-1
T943116831,9443116831,444311683,944311683,719958982,V899589824,444311683,T943116831,SWAPPED,True,979
O895013584,6495013584,649501358,649501358,512830029,B828300296,649501358,O895013584,OK,False,-1
I213132990,3313132990,831313299,331313299,138730899,N187308998,831313299,I213132990,FIXED_50,True,-1
W115471334,2215471334,721547133,221547133,279973998,C299739988,721547133,W115471334,FIXED_50,True,-1
M980965883,8780965883,378096588,878096588,813207656,G932076568,378096588,M980965883,FIXED_50,True,-1
C861051408,5261051408,526105140,526105140,973032757,W930327575,526105140,C861051408,SWAPPED,False,984
I819182503,5819182503,581918250,581918250,606589385,K865893856,581918250,I819182503,SWAPPED,False,985
V164654323,2164654323,716465432,216465432,213871269,V138712694,716465432,V164654323,FIXED_50,True,-1
H122682586,0722682586,072268258,072268258,043248375,E132483752,072268258,H122682586,OK,False,-1
K296160399,3596160399,359616039,359616039,183369520,S133695202,359616039,K296160399,OK,False,-1
F947727017,8047727017,804772701,804772701,900767567,P907675675,804772701,F947727017,OK,False,-1
R997091098,9297091098,929709109,929709109,724918061,W849180613,929709109,R997091098,OK,False,-1
E931804959,7931804959,793180495,793180495,699215367,T892153673,793180495,E931804959,OK,False,-1
G954341448,8154341448,315434144,815434144,694318697,T843186975,315434144,G954341448,FIXED_50,True,-1
M203086747,3703086747,370308674,370308674,499274343,Z292743438,370308674,M203086747,OK,False,-1
A181757601,0081757601,008175760,008175760,077389767,H173897675,008175760,A181757601,SWAPPED,False,994
U180380694,2080380694,708038069,208038069,317213730,G272137304,708038069,U180380694,FIXED_50,True,-1
N983935066,8883935066,888393506,888393506,713576263,V835762632,888393506,N983935066,SWAPPED,False,999
K987127531,8587127531,858712753,858712753,761200216,B912002165,858712753,K987127531,SWAPPED,False,997
U162319697,2062319697,206231969,206231969,425486540,R254865401,206231969,U162319697,SWAPPED,False,998
L216562077,3616562077,361656207,361656207,422404333,R224043335,361656207,L216562077,OK,False,-1
D931788048,7831788048,783178804,783178804,943504903,T935049036,783178804,D931788048,OK,False,-1
